#timestamp_kf,x,y,z,qw,qx,qy,qz,vx,vy,vz
1751615316539804697,0,0,0,1,0,0,0,0,0,0
1751615316753371000,0.00018193440285488922826,0.00013910335555334751943,4.6840056176874111851e-05,0.66381052751728575334,-0.74789291080574182846,-0.003431838871133483914,-2.3874688881251900069e-06,0.0011316572865526577929,0.0010395231512608338158,0.00062607049543263930489
1751615316970794439,0.00045464823936403346485,0.00041348201059564649446,0.00021380918336080933649,0.66378918327714664382,-0.74791177993578861205,-0.0034475495378165237938,6.3243367007395493492e-05,0.0017621413132938223631,0.0020985014286226868346,0.0008366824601779404005
1751615317186959505,0.01944347739634948169,-0.036473253075570297166,0.0003034338152065644504,0.67060432604030306702,-0.74180711152898259897,-0.00039191892802869929486,0.0034487070928458565117,0.060011404527405859399,-0.11212350787014746523,0.0015233314475745318543
1751615317401767015,-0.0022592791343945496305,0.0041176882658021584857,0.0012886348316592057851,0.66355413425892117996,-0.74811876083652972813,-0.0037660901664845667335,-0.00021715700953242402546,-0.0050503691357801456727,0.010596040807280378976,0.0033766563480820488766
1751615317615556717,-0.0062570743536781939925,0.00046019085564123204469,0.0010055817832081018551,0.6639672726383593071,-0.74775140946621998506,-0.0038923954617142695646,-0.00037385027727639737888,-0.012210673948205654632,0.002516068884178592098,0.00096849703435974391231
1751615317825954676,-0.00011214615427079887395,-0.0070368922885285997704,0.00096037389850795623104,0.66434431040903407784,-0.74741898805957818208,-0.0033895270573567337635,6.7981385177653605445e-05,0.00074513602477175797101,-0.0087544273033551053137,0.00059765383435583774828
1751615318032253981,0.0036657339972951895855,-0.008557812050839969098,0.0010560724547001997149,0.66433061192725717525,-0.74743205596134176805,-0.003181591073064353719,0.00019301813801646540403,0.0065918081869497319528,-0.008619707142296843469,0.00096812324230627268967
1751615318535342216,0.0075506200532676464449,-0.011475310867750360133,0.0018771585617348186814,0.66427020531895730748,-0.74748602572793187981,-0.0031151019334982360705,0.00017834493572889997576,0.011332251075615933436,-0.0077705870941510296612,0.0022462124712535119428
1751615318764677763,0.0045770761835114423879,-0.003966407516276061751,0.0027520095557245424778,0.66419865189007365469,-0.7475487497341195553,-0.0033172942995790977855,0.0001147035026906050465,0.0077050547856838983926,0.0018072203764409459133,0.003186366433277230438
1751615318990565777,0.0014751699516423765791,-0.0016195531535877524636,0.0019390531470960419881,0.66426207831104944201,-0.74749236426265475153,-0.0033250129260913394852,-3.1240253252261615405e-05,0.0047833788560906875115,0.0046951053875495234874,0.00265173181413677541
1751615319221622705,0.0025473049603804117161,-0.00042079588387671255575,0.0024353307350805323411,0.66432946861495945079,-0.74743247965685832845,-0.0033226030505212598466,-7.611001665121086134e-05,0.0056764741804724112503,0.0076297045145351490361,0.002082300943875287861
1751615319426081896,0.0035903163409465596936,0.00036926506092913534939,0.002811559826812067963,0.66433312752691719982,-0.74742936156371664325,-0.0032931072214378823322,-2.4240210996612578559e-05,0.007154391066489706498,0.0082282114415592553375,0.0020411754105794854483
1751615319630288124,0.0043613859838927074991,0.00098268104112599887964,0.0030542711683326940336,0.66437157754436104717,-0.74739515219149410541,-0.0032993356955259489291,-8.8407232466552920411e-05,0.0072090927477744997168,0.0080072073491615700092,0.0017448924463234201203
1751615321983433247,0.040400462588845983958,0.036084723892627200426,0.0057945431361516898383,0.66429246444859413323,-0.74746671694775013162,-0.0030047756606859385778,-7.4427244515515986385e-06,0.027689750363252815801,0.025074233943312554396,-0.00015096389347193798006
