#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1751615316539804697,0,0,0,0.66382639300482904066,-0.74787884994806741457,-0.0034272073988043838706,0,0,0,0,-0.0006781988340797038238,0.00046053857158819932593,0.0057818763122249785397,4.1010858233957170338e-05,-0.0089493135145808366815,-0.0010695753580969302732
1751615316753371000,0.00018193440285488920115,0.00013910335555334770916,4.6840056176874118627e-05,0.66381052751728586436,-0.74789291080574171744,-0.0034318388711334834804,-2.3874688881251895834e-06,0.0011316572865526577929,0.0010395231512608351168,0.00062607049543263930489,-0.0006781988340797038238,0.00046053857158819932593,0.0057818763122249785397,4.1010858233957170338e-05,-0.0089493135145808366815,-0.0010695753580969302732
1751615316970794439,0.0066038073933973118548,-0.012120875983321044086,0.00035587822055215418684,0.66378929724647695032,-0.74791167901870903023,-0.0034474978183656173475,6.3302733213692964935e-05,0.0395944136520072279,-0.075018247154656117481,0.00086051480478493004404,-0.0006789124569324620764,0.00046058358868788362847,0.0057815136684908671055,4.1005762389348718701e-05,-0.0089492735095726728967,-0.0010695603662676986777
1751615317186959505,0.0058841516681488233859,-0.010880853491732534258,0.00068190079472506487726,0.66380501132303926237,-0.74789809248591709867,-0.0033660800535771739743,0.00014036886800271390326,-0.0041589565673465500595,0.0073183684969357898353,0.0034092821979942820182,-0.0006907390180250038,0.00049992359116271469117,0.0057780649846558944371,4.1182981450601520955e-05,-0.0089475176754087726305,-0.0010698107310523089983
1751615317401767015,0.0042015527473070494666,-0.010692404871752225065,0.001031914589133679002,0.66376279202218457787,-0.74793551296457283506,-0.003373389400073049417,0.00021122805410014948132,-0.0090023344732705797011,0.0013311590999575892424,0.0015729460326653977101,-0.0006087167924984165316,0.0004634294468314513536,0.0057441379111183386158,3.9120816879070474659e-05,-0.0089806451412074855822,-0.0010731126931621491876
1751615317615556717,0.0041548270090985576705,-0.012373169181251171891,0.0012688852658919659751,0.66378864379453139666,-0.74791268443577230141,-0.0033470548071873862904,0.0002237266443473725152,-0.00062471240464469397768,-0.0083072751189481493228,0.00075558902423826751309,-0.00066955237442414589251,0.00035905947497937528139,0.005697346954899317438,2.0104131206608572257e-05,-0.0090077522966665688614,-0.0010683083845007188255
1751615317825954676,0.0049570278480024947479,-0.014084486615413024588,0.0014087481778170471425,0.66376654424744940819,-0.74793265345948833911,-0.0032622555551075674805,0.00027984914048221601248,0.0048646191731591586008,-0.0084330803089034799686,0.00052108788109471839214,-0.00067527487410291159309,0.00029576217505443652776,0.0057134921341312882442,-7.4323266269453249779e-06,-0.0089965031059415622589,-0.0010630107377971049609
1751615318032253981,0.0059880961762181295419,-0.015560403343625383785,0.0015828360592640363953,0.66375692831693344775,-0.747941480797284175,-0.0031904660752807099261,0.00031990664031988794245,0.0059484995041689039952,-0.0071818580549623976458,0.00098057724538886856767,-0.0006436850110590628055,0.00028257780577613321026,0.0057403412970254532113,-1.5034915815779627038e-06,-0.0089956505567677317453,-0.0010699002988776393653
1751615318535342216,0.0080305387731302545207,-0.016087333860570530303,0.0024591318150657555906,0.663733819868396413,-0.74796212475501311356,-0.0031569534239406179567,0.00033157194336646530824,0.0059773140491360321133,-3.5202486916931056971e-05,0.0024034150564128638553,-0.0005979373043901670343,0.00038087589961762776227,0.0058673882943496248263,3.7907393192312433694e-06,-0.0089661437514479899735,-0.001075205855253867377
1751615318764677763,0.0085438768926332491621,-0.015736424535170837058,0.0028784232342797763139,0.66382884818102461111,-0.74787785696873054775,-0.0031413667189082506749,0.00032123768794615499946,0.0028234365977306760676,0.0027077725298917079862,0.0021046990809612609388,-0.0006275556224949028648,0.00031927989398172675756,0.00600593146264781063,4.2378195421070513431e-05,-0.0092948602568697150095,-0.0010699368030014004636
