#timestamp_kf,x,y,z,qw,qx,qy,qz
1751615316753371000,0.00018193440285488920115,0.00013910335555334776337,4.6840056176874111851e-05,0.66381052751728586436,-0.74789291080574171744,-0.0034318388711334847814,-2.3874688881255161146e-06
1751615316970794439,0.0066038073933973144569,-0.012120875983321045821,0.00035587822055215245212,0.66378929724647706134,-0.74791167901870891921,-0.0034474978183656182149,6.3302733213692951382e-05
1751615317186959505,0.0058841516681488268553,-0.010880853491732534258,0.00068190079472506303412,0.66380501132303937339,-0.74789809248591665458,-0.0033660800535771783111,0.00014036886800271582772
1751615317401767015,0.004201552747307052936,-0.0106924048717522268,0.0010319145891336768336,0.66376279202218457787,-0.74793551296457239097,-0.0033733894000730585243,0.00021122805410015568837
1751615317615556717,0.00415482700909856114,-0.01237316918125117883,0.001268885265891963373,0.66378864379453128564,-0.74791268443577219038,-0.0033470548071874023366,0.00022372664434738598642
1751615317825954676,0.0049570278480024964826,-0.014084486615413038466,0.0014087481778170445404,0.6637665442474489641,-0.74793265345948889422,-0.0032622555551075935014,0.00027984914048223910599
1751615318032253981,0.0059880961762181260724,-0.015560403343625406336,0.0015828360592640337932,0.66375692831693244855,-0.74794148079728595135,-0.0031904660752807498247,0.00031990664031992339586
1751615318535342216,0.0080305387731302354387,-0.016087333860570564997,0.0024591318150657482181,0.66373381986839474767,-0.7479621247550167773,-0.0031569534239406734678,0.00033157194336651675363
1751615318764677763,0.0085438768926332231413,-0.015736424535170864814,0.0028784232342797641709,0.6638288481810220576,-0.74787785696873665398,-0.0031413667189083248343,0.00032123768794622514734
1751615318990565777,0.0092644520576889276969,-0.014942322536021379262,0.0033720894770106419128,0.66390230805038508155,-0.74781297351723896583,-0.0030583340744320323783,0.00035860476438784143205
1751615319221622705,0.010311802244623621827,-0.013768498607113523191,0.0039004824682096275734,0.66395237369373671932,-0.74776856902996113874,-0.0030495896883316743302,0.0003356189576673471002
1751615319426081896,0.011329624811108433835,-0.012580092162484608417,0.0043416766762134455238,0.66391542253668756057,-0.74780150738705086777,-0.0030065520014335568415,0.00042179695174102084434
1751615319630288124,0.012366860126712959922,-0.011385554378712739107,0.004671047982132691366,0.66390394717591383333,-0.74781179007119535918,-0.002984960481698217382,0.0004068976569302199431
1751615321983433247,0.015579903981310058367,-0.0073234097597139015054,0.0066782108550407694864,0.66396862031114334268,-0.74775485648898809554,-0.0028670923512224351544,0.00035443014733259299099
1751615326983789921,0.017011087184595295035,-0.0050979577455748503051,0.0059679608852205925928,0.66411849278983736689,-0.74762185341374065572,-0.0028616055423442742292,5.5195232719130678017e-05
1751615330582705736,0.016773557083179447408,-0.0071467988328346720994,0.0046908374225471298827,0.66438513546044908331,-0.74738471085413893391,-0.0029128714153538837021,-3.067302576804077993e-05
1751615331587571383,0.015799253160006788282,-0.0090116960089377338289,0.004912492163508485471,0.66440076175450524243,-0.74737258026377817455,-0.0023540717905432290841,-0.00055892391861445470114
1751615331820255280,0.025507049265289225004,-0.0049641810101815064815,0.0070073305207145218307,0.6563975562965758126,-0.75238304434133618237,0.054956594434173042241,-0.0064633894975698888766
1751615332052896738,0.082176738026597570541,-0.007491596194930592173,0.0034515327810979217968,0.60841919877494088365,-0.7075527623185881021,0.35802842141594803937,0.031793341375802315618
1751615332285558701,0.10589441816077790892,-0.014252296090102704179,-0.0078427945547146563077,0.58425667322116547897,-0.67485947060905793204,0.4356597206769304842,0.11579914725732062819
1751615332518384457,0.055813630544930672994,0.0050482248038588514727,0.015109423499690424753,0.61085648501266121002,-0.71314025183688989351,0.34233326235583744213,-0.033064685282736039351
1751615332751172066,0.026509717217211872103,0.01516531711347101144,0.022272706633517776187,0.6330158037931113979,-0.7218818222808254248,0.25412025923832776142,-0.11662127015845025202
1751615332983923435,0.009842782823373433243,0.025255601884310412142,0.025774761991171121073,0.64063109969189735438,-0.72849728068936447922,0.17728747704666558693,-0.16568843236096339466
1751615333216636419,0.016641980220956236608,0.029007994817634764201,0.03269664681574692422,0.64927707782564203498,-0.73671006223892732123,0.1399148919306880956,-0.12697000993222978815
1751615333449464083,0.024312507488519700949,0.035237440953183749026,0.039605085680980138541,0.64979072375243063231,-0.73689371774572354212,0.13763194464087047386,-0.1257660999101277155
1751615333682260036,0.027120791989439712449,0.043869299586060013507,0.045822654769986877199,0.65042978893589586953,-0.73815106286292586635,0.13169308409045438202,-0.12137145324142237235
1751615333915020466,0.0259538349270583453,0.048171364871835931076,0.052140160215420144896,0.66515862882559828595,-0.74656563192674829654,-0.012048793952909199814,0.0076539067801810892547
1751615334147743464,0.025966062446612363235,0.052771082499578333969,0.056987870283169109187,0.65199426594034415317,-0.72354007622656391074,-0.17022352673156695979,0.14972369960055836868
1751615334380507469,0.034281734445999981209,0.053885267884556539708,0.061172263653637724834,0.64326705731429290047,-0.71214827486173815085,-0.21058596691940736911,0.18629513714079717901
1751615334613270044,0.040120616048384537267,0.051889273670922095305,0.064013019070949611633,0.6437671049647971655,-0.71344807455257286399,-0.20699264943749209889,0.18360229454269427762
1751615334845994473,0.041806053272183910097,0.048957927136783853383,0.064849825568458474567,0.64422883902948779866,-0.7140838782853599076,-0.20493718260363896766,0.18180805516301590252
1751615335078678846,0.04518869123641418295,0.044689612867784368755,0.065011752288384822007,0.64777215920626907142,-0.71916499371976982946,-0.18796136530069865178,0.16692353554727504261
1751615335311801195,0.051654363499832510465,0.047193640605954420564,0.06425330079797544891,0.66462146945840316903,-0.7457402614609810465,-0.035571634725954155709,0.029739259809242638705
1751615335512285709,0.061699074710441788316,0.043864597382088706123,0.063122231926683550207,0.65767524864959558961,-0.74403538826212578527,0.086366871719494753279,-0.080096016110087916995
1751615335712811470,0.065826398889088491573,0.036831245570478302054,0.061769493813721307318,0.65180327724999564953,-0.73946512359743399312,0.12370247626529395912,-0.11419945759508470795
1751615335913378954,0.06725857685880211323,0.029776202609802144422,0.060208221190361101149,0.6519232907008799538,-0.73971815265440998832,0.12253544915301682605,-0.11312887065696251854
1751615336314205408,0.068366263381658340381,0.024450370317085606819,0.058494254673344882323,0.65208758970650493314,-0.74002599404869351396,0.12117868790627850384,-0.11162002096520440286
1751615336547168493,0.072218575564262588173,0.022758436418654572758,0.057810476070928422387,0.65274299358582110742,-0.74199186663165894728,0.12168201570155930125,-0.09256425461179347558
1751615336780104637,0.070560746890426392919,0.022221611658360517633,0.055206693606569504085,0.6525130816204197659,-0.73849596593098187913,0.12576583941075594741,-0.11416365557883144388
1751615337013012171,0.07011792673203492976,0.023955821163972101928,0.053290431127908037545,0.65291776053701888749,-0.74099177738285071371,0.11490588204893086022,-0.1068935082069944198
1751615337245904446,0.0612447311614979506,0.030917793287351766351,0.051911598173136619394,0.64551183179770721399,-0.74866926884395790243,0.10381629728489900899,-0.10968581182534253848
1751615337478868008,0.047432751055771549265,0.037986487539370374089,0.055813471777105320981,0.70606986397753135343,-0.70225466641328704309,0.036134871672324452019,-0.083654059869160385388
1751615337711803675,0.015184183656718114319,0.12109151119322097978,0.077972773370155651351,0.69020258879728457746,-0.71257326795661535268,0.034101272007639286954,-0.12123047248305206247
